rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10008606-eye,Steve Newton,False,Georgia Straight,Rotten,1/5,2013-02-16,"Brothers Danny and Oxide Pang's unnerving spook show from 2002 has been translated into a clunky, aimless interpretation that leaves you with just one overpowering thought: are Jessica Alba's lips for real?"
m/10008606-eye,Scott Weinberg,False,TheHorrorShow,Rotten,,2015-08-28,Takes a B-- import and turns it into a D-- retread.
m/10008606-eye,Richard Propes,False,TheIndependentCritic.com,Rotten,1.5/4,2020-09-07,"Along with Posey's disappointing turn here, Nivola is uncomfortably weak."
m/10008607-day_of_the_dead,"Steve ""Uncle Creepy"" Barton",False,Dread Central,Rotten,2/5,2008-02-16,"No matter how you slice it, this one is just plain dead on arrival."
m/10008607-day_of_the_dead,Felix Vasquez Jr.,False,Cinema Crazed,Rotten,1.5/4,2008-02-22,"Nowhere near the worst zombie movie I've ever seen, but it will follow in the slew of truly atrocious remakes undeserving of their titles..."
m/10008607-day_of_the_dead,Brian Orndorf,False,DVDTalk.com,Rotten,F,2008-04-01,It's a pageant of stupidity that hopes gushing wounds and deliberate fanboy-catnip slices of ultraviolent cheese will mask the reality that it's a worthless offering in an increasingly abused genre.
m/10008607-day_of_the_dead,Lucius Gore,False,ESplatter,Fresh,3/4,2008-06-17,"It's such a fun zombie movie, I'm amazed it didn't get a full theatrical release."
m/10008607-day_of_the_dead,Walter Chaw,False,Film Freak Central,Rotten,0/4,2009-01-13,The only possible response to the benighted thing is pity.
m/10008607-day_of_the_dead,David Nusair,False,Reel Film Reviews,Rotten,1/4,2009-03-07,A chaotic mess of violence and gore...
m/10008607-day_of_the_dead,Nick Schager,False,Lessons of Darkness,Rotten,D-,2010-07-02,Incompetent in every respect.
m/10008607-day_of_the_dead,Jordan Snowden,False,Pittsburgh City Paper,Rotten,,2019-10-16,"The plot is all over the place. The special effects are pulsing, nausea-inducing, amateurish, and laughable, and they tried too hard to make the zombies different from those who came before."
m/10008611-my_best_friends_girl,Dave White,False,Movies.com,Rotten,D-,2008-09-18,
m/10008611-my_best_friends_girl,,False,Empire Magazine,Rotten,1/5,2008-09-18,
m/10008611-my_best_friends_girl,Katey Rich,False,CinemaBlend,Rotten,2/5,2008-09-19,"It's disturbing to think of the millions of teenage boys who will laugh when he insults a girl to get her in bed, or pees in a cactus plant at a restaurant."
m/10008611-my_best_friends_girl,Frank Scheck,True,Hollywood Reporter,Rotten,,2008-09-19,"Eventually the conventions of romantic comedy take hold, with the humor declining precipitously."
m/10008611-my_best_friends_girl,Joe Leydon,True,Variety,Fresh,,2008-09-19,"Cook is most amusing while emphasizing his sardonic edginess, a trait that may eventually serve him well in some anti-heroic (or downright villainous) dramatic role. Better still, he establishes an effectively fluid give-and-take with Hudson."
m/10008611-my_best_friends_girl,James Berardinelli,True,ReelViews,Rotten,1.5/4,2008-09-19,"My Best Friend's Girl isn't just a misfire; it's a misfire compounded by a chain of miscalculations, and it's hard to figure out who this could appeal to (except, perhaps, Dane Cook's fan club)."
m/10008611-my_best_friends_girl,Gregory Kirschling,True,Entertainment Weekly,Rotten,C,2008-09-19,"The actors (especially Alec Baldwin, as Tank's horndog dad) elevate the material slightly, but such piffle will just fill you with longing... for a better movie."
m/10008611-my_best_friends_girl,Rafer Guzman,True,Newsday,Rotten,1.5/4,2008-09-19,"The movie spends a lot of time trying to be cute, vulgar and cutely vulgar. But it forgets about character, plot and believability."
m/10008611-my_best_friends_girl,Roger Moore,True,Orlando Sentinel,Rotten,1/5,2008-09-19,Isolated bits don't add up to much here.
m/10008611-my_best_friends_girl,Alonso Duralde,False,MSNBC,Rotten,1/5,2008-09-19,"Want to spend a seemingly endless 100 minutes watching a dullard trying to decide between a douchebag and a eunuch? Then run, don't walk, to My Best Friend's Girl, a supremely irritating movie about idiots and their dull quest for unconvincing love"
m/10008611-my_best_friends_girl,Luke Y. Thompson,False,E! Online,Rotten,C+,2008-09-19,"In trying to play to both Cook's raunch-loving fanbase and to hopeless romantics, director Howard Deutch has made an awkward half-breed that's likely to alienate both camps."
m/10008611-my_best_friends_girl,Brian Orndorf,False,BrianOrndorf.com,Rotten,D-,2008-09-19,"There could be a supporting turn from Will Smith, gas cards under every theater seat, and certified proof who killed JFK revealed only after the end credits and it still wouldn't salvage Cook's ability to select the worst possible starring vehicles."
m/10008611-my_best_friends_girl,Andrea Chase,False,Killer Movie Reviews,Rotten,0/5,2008-09-20,It attempts to go all warm and fuzzy. It succeeds. But it is the warm and fuzzy stuff that grows on a compost heap after a heavy rain
m/10008611-my_best_friends_girl,Eric D. Snider,False,EricDSnider.com,Rotten,D+,2008-09-20,"The movie is mirthlessly vulgar, with only a few scattered laughs escaping from the miasma of desperation."
m/10008611-my_best_friends_girl,Prairie Miller,False,NewsBlaze,Rotten,,2008-09-20,"A trophy hottie who can't get enough of all the crude sexual insults this lowlife male pig - without lipstick - is dispensing as effective foreplay, while succumbing to his extreme dirty talk as the ultimate aphrodisiac."
m/10008611-my_best_friends_girl,Dustin Putman,False,TheFilmFile.com,Rotten,1.5/4,2008-09-21,"A light smattering of funny moments can't save this misogynistic, feel-bad romantic comedy."
m/10008611-my_best_friends_girl,Geoff Berkshire,False,Metromix.com,Rotten,1/5,2008-09-21,"A nauseating fraud from start to finish ... The film's level of awfulness is nothing new for Cook, but Hudson hits a new low."
m/10008611-my_best_friends_girl,Rob Humanick,False,Slant Magazine,Rotten,1.5/4,2008-09-21,My Best Friend's Girl ultimately fails to measure up to its own standards.
m/10008611-my_best_friends_girl,Scott Tobias,True,AV Club,Rotten,D+,2008-09-22,"In order for My Best Friend's Girl to work at all, it needs a leading man with the charisma to suggest the soulful, lovelorn gentleman behind the crude serial womanizer."
m/10008611-my_best_friends_girl,Wesley Morris,True,Boston Globe,Rotten,1/4,2008-09-22,The inexplicable romantic comedy career of Dane Cook marches on.
m/10008611-my_best_friends_girl,Jim Slotek,False,Jam! Movies,Rotten,1.5/5,2008-09-22,The movie can't seem to follow its own internal logic.
m/10008611-my_best_friends_girl,Laura Kern,True,New York Times,Fresh,3/5,2008-09-22,"There are no surprises here, but speedy pacing and a smattering of laughs along the way, as well as a knowing turn by Alec Baldwin as Tank's even more piggish father, make My Best Friend's Girl a date not entirely to be skipped."
m/10008611-my_best_friends_girl,Michael Ordoña,True,Los Angeles Times,Rotten,1.5/5,2008-09-22,"Ultimately, its most unforgivable sin is that it's simply not funny."
m/10008611-my_best_friends_girl,Stephen Cole,True,Globe and Mail,Rotten,1.5/4,2008-09-22,"An ugly, strictly-for-meatheads comedy that can only be recommended to couples who wear matching Tie Domi Toronto Maple Leafs jerseys out on a date."
m/10008611-my_best_friends_girl,Maitland McDonagh,False,TV Guide,Rotten,1/4,2008-09-22,"It lacks the courage of its swinish convictions, and abruptly acquiesces to bland rom-com clichs three-quarters of the way to its appointed end."
m/10008611-my_best_friends_girl,Claudia Puig,True,USA Today,Rotten,1/4,2008-09-22,"It borrows from much funnier movies such as Hitch, Wedding Crashers and My Best Friend's Wedding. Never has a romantic comedy seemed less romantic or less comedic."
m/10008611-my_best_friends_girl,Jackie K. Cooper,False,jackiekcooper.com,Rotten,4/10,2008-09-23,"Golden Girl Kate Hudson gets tarnished by associating with Dane Cook in this tasteless, terrible movie"
m/10008611-my_best_friends_girl,Frank Ochieng,False,Movie Eye,Rotten,1/4,2008-09-23,Raunchy and wretched...profoundly unfunny and sophomoric sludge...meaningless material that wouldn't be suitable for lining your pet parrot's birdcage.
m/10008611-my_best_friends_girl,Amy Nicholson,True,Boxoffice Magazine,Fresh,B,2008-09-23,Cahan's curious and increasingly sincere slant on modern romance outshines its efforts to please Cook's MySpace fan base with gross-out gags (some of which are damned funny).
m/10008611-my_best_friends_girl,Sean McBride,False,Sean the Movie Guy,Rotten,1.5/4,2008-09-24,It's a movie that ultimately fails because it features characters that are so unlikeable that it's difficult to care whether they form a love connection or not
m/10008611-my_best_friends_girl,Christopher Smith,False,Bangor Daily News (Maine),Rotten,D,2008-09-24,"When it comes right down to it, the less said about the movie the better. But in lieu of that, let's just tackle it, vilify it, screw it to the wall, and send it back into the sewer from which it came."
m/10008611-my_best_friends_girl,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Rotten,1/5,2008-09-24,Induces that dull pain at the back of the head that I believe to be the result of brain cells crawling away to die of embarrassment.
m/10008611-my_best_friends_girl,Charles Koplinski,False,Illinois Times,Rotten,1/4,2008-09-25,"An insulting, wholly unpleasant excuse for a comedy."
m/10008611-my_best_friends_girl,Fred Topel,False,Can Magazine,Fresh,,2008-09-26,Hitch has nothing on My Best Friend's Girl... the best romance since The Notebook.
m/10008611-my_best_friends_girl,Linda Cook,False,"Quad City Times (Davenport, IA)",Rotten,0.5/4,2008-09-27,"Mean, crass and tasteless, ""My Best Friend's Girl"" is only pretending to be a romantic comedy."
m/10008611-my_best_friends_girl,Jim Lane,False,Sacramento News & Review,Rotten,2/5,2008-09-29,[Director Howard] Deutch passes the buck to his three stars...
m/10008611-my_best_friends_girl,Larry Ratliff,False,San Antonio Express-News,Rotten,2.5/4,2008-09-29,... this is a verbally poisonous comedy that rattles the sensibility cage.
m/10008611-my_best_friends_girl,Louise Keller,False,Urban Cinefile,Fresh,,2008-10-04,"It's coarse and funny, but there's something really endearing about this twisted romantic comedy in which the protagonist excels at being a self-proclaimed emotional terrorist"
m/10008611-my_best_friends_girl,Frank Lovece,False,Film Journal International,Rotten,,2008-10-08,"A raunchy vehicle for Dane Cook fans? A sprightly romance for Kate Hudson fans? A genial underdog comedy for Jason Biggs fans? The correct answer is: a big, steaming pile of horse manure."
m/10008611-my_best_friends_girl,Austin Kennedy,False,Sin Magazine,Rotten,2/4,2008-10-08,"It works much better as a comedy, but by the end, the romantic aspect has taken over and there's not much humor to be found after the first half."
m/10008611-my_best_friends_girl,Brian Gibson,False,"Vue Weekly (Edmonton, Alberta)",Rotten,,2008-10-09,"'There's this guy, Tank, and other guys hire him to give their exes ""emotional terrorism."" It's a romantic comedy.''Can you throw in a cheap anti-Catholic and anti-Semitic joke? And have Tank tell some kids how to pull a brutal sexaul trick on a woman?'"
m/10008611-my_best_friends_girl,Jason Di Rosso,False,"MovieTime, ABC Radio National",Fresh,,2008-10-10,"A rude, crude romantic comedy with a touch of nastiness that's refreshing and quite funny."
m/10008611-my_best_friends_girl,Colin Fraser,False,FILMINK (Australia),Rotten,,2008-10-10,You should steer well clear of the nasty ideas that screenwriter Jordan Cahan has about relationships and how they work.
m/10008611-my_best_friends_girl,Leigh Paatsch,False,Daily Telegraph (Australia),Rotten,1/5,2008-10-10,A film that truly bites.
m/10008611-my_best_friends_girl,Jim Schembri,True,The Age (Australia),Fresh,3.5/5,2008-10-10,"Dane Cook proves why he is one of American comedy's favourite big-time naughty boys in this fast, funny, foul-tongued but sweet-natured adult-skewed romantic comedy."
m/10008611-my_best_friends_girl,Margaret Pomeranz,False,At the Movies (Australia),Fresh,3/5,2008-10-10,"The film veers off into that realm of unbelievability that I react against. But there is a certain fascination in watching Cook strut his stuff (and boy does he strut), and Kate Hudson is pleasant to watch."
m/10008611-my_best_friends_girl,Sandra Hall,True,Sydney Morning Herald,Rotten,2.5/5,2008-10-10,"If you like watching anarchy in action, this exhibition has its moments, but the anti-woman humour underpinning it -- and Cook's whole performance -- does cast a pall."
m/10008611-my_best_friends_girl,Josh Rosenblatt,False,Austin Chronicle,Rotten,1.5/5,2008-10-18,Any schmuck with a typewriter and a dirty mouth can test the limits of good taste; it's something else entirely to push the boundaries of narrative possibility and emotional empathy.
m/10008611-my_best_friends_girl,Tenley Woodman,False,Boston Herald,Rotten,C,2008-10-18,
m/10008611-my_best_friends_girl,Pete Hammond,False,Hollywood.com,Rotten,1/5,2008-11-20,Yet another in a continuing line of dismal Dane Cook so-called romantic comedies.
m/10008611-my_best_friends_girl,Victor Olliver,False,Teletext,Rotten,4/10,2008-11-20,It's a wonder the guys don't just wear Flintstone loincloths. Now let's hear it: Yabba-dabba-don't.
m/10008611-my_best_friends_girl,Christopher Tookey,False,Daily Mail (UK),Rotten,0/5,2008-11-21,This is one of those films that would be enormously improved by the arrival of 100 crazy Somali pirates who would proceed to take the entire cast hostage.
m/10008611-my_best_friends_girl,Matthew Turner,False,ViewLondon,Rotten,2/5,2008-11-21,"Tedious, largely unfunny and poorly written comedy with the least likeable collection of characters you'll see all year."
m/10008611-my_best_friends_girl,Reece Pendleton,True,Chicago Reader,Rotten,,2008-12-08,"There's something genuinely transgressive beneath the movie's rom-com surface, though director Howard Deutch keeps retreating to the safety of frat-boy humor."
m/10008611-my_best_friends_girl,Christopher Null,False,Filmcritic.com,Rotten,2/5,2009-02-24,mostly unwatchable
m/10008611-my_best_friends_girl,David Nusair,False,Reel Film Reviews,Rotten,2/4,2009-09-28,...ultimately falls prey to the melodramatic silliness that one has come to expect from the romantic comedy genre.
m/10008611-my_best_friends_girl,S. Jhoanna Robledo,False,Common Sense Media,Rotten,1/5,2010-12-31,"Inane, raunchy romantic comedy inspires no love."
m/10008611-my_best_friends_girl,Stephen Garrett,True,Time Out,Rotten,1/5,2011-11-17,
m/10008611-my_best_friends_girl,Kaleem Aftab,False,The National (UAE),Rotten,,2018-11-01,"Devoid of any heart, My Best Friend's Girl relies on schoolboy toilet humour to maintain interest."
m/10008613-burrowers,Johnny Butane,False,Dread Central,Fresh,3.5/5,2008-09-10,J.T Petty takes viewers on an unusual and frightening venture into the Old West with The Burrowers.
m/10008613-burrowers,Karina Longworth,False,SpoutBlog,Fresh,,2008-09-22,"Beautifully shot and tightly scripted, it's the rare Hollywood genre film that's more concerned with human relationships and behavior than the mysterious supernatural forces that sets the action in motion."
m/10008613-burrowers,John Anderson,True,Variety,Rotten,,2008-10-02,"The pacing is too pokey by half, and the payoff is a wrenching disappointment."
m/10008613-burrowers,Scott Weinberg,False,FEARnet,Fresh,4/5,2008-10-08,"Sets you up for 'predictability' in both the western and horror departments, and then subverts those expectations time and again."
m/10008613-burrowers,Staci Layne Wilson,False,Horror.com,Fresh,,2008-10-12,"At his most placid, JT Petty can make Terrence Malick look like Guy Ritchie. But when he's not going full-'bore', his quiet, creepy brand of terror works on several levels."
m/10008613-burrowers,David Nusair,False,Reel Film Reviews,Rotten,2/4,2008-10-28,...a sporadically entertaining yet thoroughly ineffective misfire.
m/10008613-burrowers,Brian Orndorf,False,DVDTalk.com,Rotten,C-,2009-04-17,"Petty is pursuing a more measured, sympathetic take on demons that feast on the gelatinous innards of innocent victims, manufacturing a tediously wandering picture that craves substance while itching to entertain its absurd grindhouse sensibilities."
m/10008613-burrowers,Keith Breese,False,Filmcritic.com,Fresh,3.5/5,2009-04-23,rewarding both as a horror film and a period piece.
m/10008613-burrowers,Lucius Gore,False,ESplatter,Fresh,2.5/4,2009-05-22,... proves once again that the old west still isn't the ideal place to set a monster movie.
m/10008613-burrowers,Simon Foster,False,Screen-Space,Fresh,,2012-07-28,Director J.T Petty's nasty romp followed up Alex Turner's Dead Birds (2004) and preceeded John Geddes Exit Humanity (2011) in the Old West/monster movie mash-up genre; it may well be the best of them.
m/10008613-burrowers,Sean Axmaker,False,Stream on Demand,Fresh,,2017-04-21,... a real western/horror/monster movie with a devoted frontier sensibility and loving nods to The Searchers.
m/10008613-burrowers,Ard Vijn,False,ScreenAnarchy,Fresh,,2020-01-15,"""The Burrowers"" is a very good movie, maybe the best I've seen in quite a while."
m/10008617-midnight_meat_train,Brad Miska,False,Bloody Disgusting,Fresh,7/10,2008-05-02,"MEAT TRAIN is the first BOOK OF BLOOD to depart from the station in a long time and it's refreshing to see that the film carries that bleak, yet romantic touch of Clive Barker all over it... it's guaranteed to make you squirm, scream and beg for more!"
m/10008617-midnight_meat_train,Scott Weinberg,False,Cinematical,Fresh,4.5/5,2008-07-27,Manages to maintain that sly sense of dread that permeates the best of Barker's horror tales. Certainly one of the most effective horror films of the year.
m/10008617-midnight_meat_train,Brian Orndorf,False,BrianOrndorf.com,Rotten,D+,2008-08-02,"We've all been here before: scarcely-lit, acid-washed cinematography; dreamlike storytelling; absurdly pitched performances; a lauded Asian filmmaker making his American debut; and plenty of CG snap to the bloodletting."
m/10008617-midnight_meat_train,Luke Y. Thompson,False,LYTRules.com,Fresh,,2008-08-04,An efficient slasher with a surprisingly slow build-up and a decent amount of originality. Plus the best use of Vinnie Jones in any movie
m/10008617-midnight_meat_train,James Rocchi,False,Common Sense Media,Rotten,1/5,2008-08-04,Public-transit terror tale is beyond bloody. Pass.
m/10008617-midnight_meat_train,Rob Nelson,True,Variety,Fresh,,2008-08-04,"Before flying off the rails in the final curve, The Midnight Meat Train rolls quite smoothly as a mid-'80s-style psycho-killer thriller a la The Hitcher."
m/10008617-midnight_meat_train,Austin Kennedy,False,Sin Magazine,Rotten,2/4,2008-08-04,"It was a pretty neat concept, but it has such a bad script and bogged down with horrendous acting that I can't say it's a good movie"
m/10008617-midnight_meat_train,John Beifuss,False,"Commercial Appeal (Memphis, TN)",Rotten,2/4,2008-08-08,"More interesting than most of the torture-porn or Asian-inspired thrillers that make it to theaters these days, but its tired combination of incongruously pretty fashion-mag photography and outrageously gruesome digital effects is dead on arrival."
m/10008617-midnight_meat_train,Chris Willman,True,Entertainment Weekly,Rotten,D,2008-08-11,"We hate to side with the big bad studio, but The Midnight Meat Train -- despite a great title -- really does stink like month-old human flesh."
m/10008617-midnight_meat_train,Tim Cogshell,False,Boxoffice Magazine,Fresh,2.5/5,2008-08-22,This sharp and brutal little yarn about a photographer who stumbles across a serial killer is a fan film if every there was one -- and only fans will be able to stomach it.
m/10008617-midnight_meat_train,Kurt Loder,False,MTV,Fresh,,2008-09-26,"Japanese cult director Ryuhei Kitamura maintains impressive control of the story, ratcheting up tension toward well-prepared and startling bursts of terror."
m/10008617-midnight_meat_train,Felix Vasquez Jr.,False,Cinema Crazed,Fresh,3/4,2008-10-06,"Destined to be a cult classic as a vicious, brilliant, and disgusting horror film..."
m/10008617-midnight_meat_train,Bill Gibron,False,PopMatters,Fresh,4/5,2008-10-16,Midnight Meat Train can best be described as splatter noir. It's Fritz Lang by way of an abattoir.
m/10008617-midnight_meat_train,Anton Bitel,False,Eye for Film,Fresh,,2008-10-24,"a stylishly bloody descent into madness, murder and Hell itself."
m/10008617-midnight_meat_train,Nigel Floyd,True,Time Out,Fresh,3/6,2008-10-30,The film hurtles towards the final 'revelation moment' like runaway train. If only it had stopped to take on board some of Barker's heavy mythical dread.
m/10008617-midnight_meat_train,Jim Hall,False,Film4,Fresh,3/5,2008-10-30,"Unfairly buried by its distributors in the US, this film takes what could have been a drab set-up and gives it some real bravado, energy and creativity."
m/10008617-midnight_meat_train,Rob Daniel,False,Sky Cinema,Fresh,3/5,2008-10-30,The Midnight Meat Train is destined for cult status as an minor horror gem.
m/10008617-midnight_meat_train,Phelim O'Neill,True,Guardian,Rotten,2/5,2008-10-31,"Japanese director Ryuhei Kitamura, who kicked off his career with 2000's impressive micro-budget zombie flick Versus, delivers plenty of stylish visuals and an admirably unrestrained attitude to gore."
m/10008617-midnight_meat_train,Keith Breese,False,Filmcritic.com,Rotten,2.5/5,2009-01-03,"while skimpy on characterization and plot, it should please gorehounds and Barker fans alike"
m/10008617-midnight_meat_train,Phil Villarreal,False,Arizona Daily Star,Rotten,2.5/4,2009-01-28,Goes full speed on ultra-gory rails before slamming to an abrupt stop.
m/10008617-midnight_meat_train,Lucius Gore,False,ESplatter,Fresh,3/4,2009-02-09,"This is the best Clive Barker-inspired movie in a long, long time -- probably since ""Hellraiser III"" in 1992."
m/10008617-midnight_meat_train,Sean Axmaker,False,Stream on Demand,Fresh,,2009-02-11,"... remarkably effective and, when it finally arrives at the end of the line, admirably simple."
m/10008617-midnight_meat_train,Christian Toto,False,What Would Toto Watch?,Fresh,,2009-02-14,Midnight Meat Train brings an unabashed brutality to the horror genre.
m/10008617-midnight_meat_train,Staci Layne Wilson,False,Horror.com,Fresh,,2009-02-18,Not at all Butchered.
m/10008617-midnight_meat_train,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4/5,2009-02-21,"Midnight Meat Train may be no classic of the genre, but it's certainly a better and more interesting film than most of what passes for horror movies these days."
m/10008617-midnight_meat_train,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,,2009-03-20,"It's excessively and imaginatively gory, presented in a straightforward manner, but with the slightest hint of a wink."
m/10008617-midnight_meat_train,Nick Schager,False,Lessons of Darkness,Fresh,B-,2010-03-25,So thoroughly coated in over-the-top blood and guts that even veteran genre fans will likely be astounded.
m/10008617-midnight_meat_train,Anton Bitel,True,Little White Lies,Fresh,,2010-12-01,"this devilishly ambiguous thriller leaves viewers to decide whether to take the conventional or the less-traveled tunnel through its narrative network - and the results are a stylishly bloody descent into madness, murder and hell itself."
m/10008617-midnight_meat_train,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2016-05-04,"A bloody psycho thriller that derails in the third act with the addition of the supernatural, but until that point is amazingly realistic and alarming."
m/10008617-midnight_meat_train,David Nusair,False,Reel Film Reviews,Rotten,1/4,2018-06-23,Initially intriguing yet ultimately atrocious...
m/10008617-midnight_meat_train,Zena Dixon,False,Real Queen of Horror,Fresh,3/5,2018-10-14,"Overall, I recommend the film, you may or may not find it a bit dry."
m/10008617-midnight_meat_train,Kaleem Aftab,False,The National (UAE),Fresh,,2018-11-01,There is a sprightly energy to the proceedings and a neat twist that makes this mindless fun something of a guilty pleasure.
m/10008617-midnight_meat_train,Richard Propes,False,TheIndependentCritic.com,Fresh,3.5/4,2020-09-16,"Easily one of 2008's most pleasant, if one dares to call such a film pleasant, surprises."
m/10008618-return,Eric D. Snider,False,Cinematical,Rotten,C-,2008-09-11,"Soldiers deserve a better tribute than this trite, phony dreck."
m/10008618-return,Todd McCarthy,True,Variety,Rotten,,2008-09-16,"It's hard to find the genuine heartfelt moments in The Lucky Ones, a story about three Iraq War soldiers on a brief road trip back in the U.S., under the clutter of narrative contrivances and coincidences."
m/10008618-return,Pam Grady,False,Boxoffice Magazine,Fresh,3/5,2008-09-17,"The drama's one glaring weakness is that its contrivances are far too obvious...Despite that, the unexpectedly light, sometimes humorous story is still enormously affecting."
m/10008618-return,Nick Schager,False,Slant Magazine,Rotten,1/4,2008-09-21,"Sometimes, however, empty, contrived fantasies are just empty, contrived fantasies, as is certainly the case with this embarrassingly phony cross between Grace Is Gone, Home of the Brave and, believe it or not, Twister."
m/10008618-return,James Berardinelli,True,ReelViews,Rotten,2.5/4,2008-09-22,"It isn't unpleasant to spend two hours with these three soldiers, although it might have been more enjoyable to spend the time getting to know them rather than force-feeding them artificial road bumps."
m/10008618-return,Emanuel Levy,False,EmanuelLevy.Com,Rotten,C-,2008-09-23,"Though Iraq War is in the background, Lucky Ones is yet another disappointing 9/11 film; it's a known fact that for a road picture to work, you need interesting encounters, revelations, self-discoveries, humor and color, all of which are in short supply"
m/10008618-return,Roger Moore,True,Orlando Sentinel,Rotten,2/5,2008-09-24,It's something of a well-intentioned mess.
m/10008618-return,Mark Peikert,False,New York Press,Rotten,,2008-09-24,"Perhaps if The Lucky Ones wasn't so crammed with incidents, the absurd coincidences wouldn't be so grating."
m/10008618-return,Owen Gleiberman,True,Entertainment Weekly,Fresh,B-,2008-09-24,"The Lucky Ones isn't dull, and the actors do quite nicely, especially McAdams, who's feisty, gorgeous, and as mercurial as a mood ring."
m/10008618-return,Vadim Rizov,True,Village Voice,Rotten,,2008-09-24,It's finally all too familiar.
m/10008618-return,Rex Reed,True,Observer,Fresh,,2008-09-24,"Even when it feels contrived, The Lucky Ones is enhanced by Mr. Pea, Ms. McAdams and especially the terrific, always surprising Mr. Robbins, in performances so likable and well timed they carry you aloft, like a flag."
m/10008618-return,Edward Douglas,False,ComingSoon.net,Fresh,7.5/10,2008-09-24,A refreshing departure from the normal 'soldier's story' movies we've seen in recent years.
m/10008618-return,Erik Childress,False,eFilmCritic.com,Rotten,0/4,2008-09-25,"With one head-gnawing plot contrivance after another, it may think it's the wacky Iraq version of Easy Rider but is more like this year's Around the Bend or Diamonds."
m/10008618-return,Peter Sobczynski,False,eFilmCritic.com,Rotten,1/5,2008-09-25,"From start to finish, there is not one single scene on display here that contains even a smidgen of reality."
m/10008618-return,Josh Larsen,False,LarsenOnFilm,Rotten,2/4,2008-09-25,"Moments of real trauma are interrupted with sitcom wackiness, all of it connected by a terribly hokey musical score."
m/10008618-return,Katey Rich,False,CinemaBlend,Rotten,2.5/5,2008-09-25,"A road movie with no purpose, and a war drama with no bite."
m/10008618-return,Laura Clifford,False,Reeling Reviews,Rotten,C+,2008-09-25,"Writer/director Neil Burger...takes a big step back with ""The Lucky Ones,"" a sitcomy road movie that throws together three hard luck Iraq war vets."
m/10008618-return,Sean O'Connell,False,Filmcritic.com,Rotten,1/5,2008-09-25,"The actual lucky ones will be sitting in a different movie theater, watching anything but this."
m/10008618-return,Duane Dudek,False,Milwaukee Journal Sentinel,Rotten,2/4,2008-09-25,"In the same way much conventional wisdom about the war is half-baked, The Lucky Ones is awash in stereotypes and generalities."
m/10008618-return,Bob Mondello,True,NPR,Fresh,5.5/10,2008-09-25,"Director Neil Burger keeps things light, and the actors are more than engaging. ... But there's something centrally pat and predictable about the coincidence-laden story."
m/10008618-return,Steven Rea,True,Philadelphia Inquirer,Fresh,3/4,2008-09-25,"If a couple of the plot devices seem contrived, The Lucky Ones makes up for them with sharp, heartfelt performances, and a deceptively easygoing narrative style."
m/10008618-return,Brian Orndorf,False,BrianOrndorf.com,Rotten,D,2008-09-25,"Lucky might have its heart in the right place trying to soften the image of the average Iraq War soldier, but this is a clumsy, insufferable feature film of excessive formula and embarrassing dramatic development."
m/10008618-return,Rafer Guzman,True,Newsday,Fresh,2.5/4,2008-09-25,A thoughtful study on the way foreign wars can reverberate here at home.
m/10008618-return,Roger Ebert,True,Chicago Sun-Times,Fresh,3/4,2008-09-25,"This formula is fraught with pitfalls, but the characters and the actors redeem it with a surprising emotional impact."
m/10008618-return,Matt Pais,False,Metromix.com,Rotten,2.5/5,2008-09-25,"If The Lucky Ones wants to seem like anything more than war vets thrust into a sitcom, it should try going five minutes without a contrivance."
m/10008618-return,Sura Wood,True,Hollywood Reporter,Rotten,,2008-09-25,"The plot functions in a rudimentary fashion setting up one contrived complication after another, engendering a desire, despite a few amusing scenes and pleasant company, for the trio to arrive at their respective destinations as soon as possible."
m/10008618-return,Bill Goodykoontz,True,Arizona Republic,Rotten,2.5/5,2008-09-25,The Lucky Ones takes a decent premise -- three soldiers returning from Iraq facing domestic challenges upon their arrival home -- and crams so much forced drama into it that the movie devolves into a hack buddy picture.
m/10008618-return,Frank Swietek,False,One Guy's Opinion,Rotten,C,2008-09-25,So laid-back and plain that the film leaves almost no impression at all.
m/10008618-return,Fred Topel,False,Can Magazine,Fresh,,2008-09-26,"Rachel McAdams keeps reminding me how good she is in every role she takes. In this movie, she just glows energy. Acting is one thing. How do you project energy? Through joy, anger and curiosity, she projects this vibe and she is the backbone of the film."
m/10008618-return,Sean P. Means,False,Salt Lake Tribune,Rotten,2/4,2008-09-26,"Based on the evidence here, director/co-writer Neil Burger may be the last American who's ambivalent about the Iraq War, and his movie suffers for it."
m/10008618-return,Rob Thomas,False,"Capital Times (Madison, WI)",Fresh,3/4,2008-09-26,"While their circumstances may be forced, the three characters feel like real, complex, likable people. That's a real rarity in a film about veterans, no matter what the ideology is."
m/10008618-return,Sara Michelle Fetters,False,MovieFreak.com,Fresh,3.5/4,2008-09-26,"There are so many little touches, so many delicate nuances that constantly amaze and inspire, that by the time it was over I almost didn't want their story to come to an end."
